Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4,Age,Time_of_service,Time_since_promotion,growth_rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Gender,Relationship_Status,Decision_skill_possess,Attrition_rate,Employee_ID
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0868767985998933,1.4309826409470474,0.5404782022935175,0.5673735227953224,1.8813323359913794,-1.9444809577240567,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,0.18495648951211835,-0.8886339036932251,1.6281612607199236,-0.2716737465808608,0,1,2,0.1309,EID_3632
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6582576041876943,0.0,0.5404782022935175,-0.8208351943959556,0.17335926654845654,-0.4943234730995446,-1.2287549996832745,-1.3092629842870134,-0.11279230848732984,-0.452049746609556,0.18495648951211835,-0.8886339036932251,1.6281612607199236,-0.2716737465808608,1,0,1,0.1202,EID_15383
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.542129251501003,2.214581262009386,-1.1990718533663394,-0.0005300433283822341,-0.6806272681730049,0.4724481833167967,1.4312384775148632,-0.10711168111282078,-1.9107025135104097,1.892105251573735,0.18495648951211835,2.304827657255116,-0.09476070829586886,-0.2716737465808608,0,0,3,0.0611,EID_3104
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.8858838306382493,-0.8218633946071773,-0.32929682553641093,-1.0732367793398243,-0.6806272681730049,-1.9444809577240567,-0.34209050728389534,-1.3092629842870134,0.78616279402421,-0.452049746609556,0.18495648951211835,0.17585328328955535,-0.09476070829586886,-0.2716737465808608,1,0,3,0.1581,EID_12873
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.0376346482719525,-1.017763049872762,0.5404782022935175,1.3245782776269286,-0.6806272681730049,0.4724481833167967,-1.2287549996832745,1.0950396220613718,0.78616279402421,-0.452049746609556,-1.7805747486612953,0.17585328328955535,0.7667002762120273,-0.2716737465808608,1,0,1,0.0639,EID_13889
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.341136283539359,-1.017763049872762,0.5404782022935175,1.1983774851549942,0.17335926654845654,0.4724481833167967,-0.34209050728389534,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.09476070829586886,1.905199222817062,1,0,1,0.287,EID_21715
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4928871011730622,-1.2136627051383468,-1.1990718533663394,-0.6315340056880541,1.8813323359913794,-0.010937644891373957,0.5445739851154839,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,2.150487727685532,-0.8886339036932251,-0.09476070829586886,0.8167627381181006,1,1,0,0.1601,EID_19374
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.9617592394551009,-0.8218633946071773,-1.1990718533663394,0.8828755039751583,-0.6806272681730049,0.4724481833167967,-0.34209050728389534,1.0950396220613718,0.78616279402421,-0.452049746609556,0.18495648951211835,0.17585328328955535,-0.09476070829586886,-0.2716737465808608,0,0,3,0.1556,EID_22689
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.2652608747225074,-0.9198132222399696,1.4102532301234458,-1.325638364283693,-0.6806272681730049,-0.9777093013077153,-1.2287549996832745,1.0950396220613718,0.78616279402421,-0.452049746609556,2.150487727685532,-0.8886339036932251,1.6281612607199236,-0.2716737465808608,1,0,1,0.1511,EID_16338
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.2652608747225074,-0.9198132222399696,1.4102532301234458,-1.1994375718117587,1.027345801269918,-0.010937644891373957,0.5445739851154839,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.09476070829586886,0.8167627381181006,0,0,2,0.3518,EID_16665
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7341330130045459,-0.7239135669743849,1.4102532301234458,1.450779070098863,-0.6806272681730049,-0.9777093013077153,-1.2287549996832745,-2.511414287461206,1.2555264592028103e-15,-0.452049746609556,0.18495648951211835,-1.9531210906760055,-1.8176826773116612,-0.2716737465808608,1,0,3,0.2334,EID_13840
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-1.1157128775055545,-0.32929682553641093,0.2518715416154865,-0.6806272681730049,1.4392198397331382,-0.34209050728389534,-0.10711168111282078,1.6852228656042354,0.7199772862819134,-1.7805747486612953,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,1,0,0.1624,EID_19349
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7697554779515579,2.214581262009386,0.5404782022935175,-1.262537968047726,1.027345801269918,-0.9777093013077153,-0.34209050728389534,-1.3092629842870134,0.78616279402421,-1.6241777119013776,0.18495648951211835,-1.9531210906760055,-0.09476070829586886,-1.3601102312798221,1,1,1,0.2796,EID_5288
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8456308867684095,2.4104809172749713,1.4102532301234458,-0.25293162827225096,1.027345801269918,-0.4943234730995446,0.5445739851154839,-0.10711168111282078,0.78616279402421,-0.452049746609556,0.18495648951211835,1.2403404702723357,0.7667002762120273,-0.2716737465808608,0,0,1,0.1919,EID_4458
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.10049648398082198,0.5494341922519159,-1.1990718533663394,-1.3887387605196604,-1.5346138028944663,-0.010937644891373957,1.4312384775148632,-2.511414287461206,-1.9107025135104097,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.09476070829586886,-0.2716737465808608,0,0,3,0.0771,EID_7887
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.3535345369863312,-0.32929682553641093,1.6400802588067644,-0.6806272681730049,0.9558340115249674,0.5445739851154839,1.0950396220613718,0.78616279402421,-0.452049746609556,0.18495648951211835,1.2403404702723357,-0.09476070829586886,-2.4485467159787837,1,1,0,0.6627,EID_6096
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.921506295585261,1.4309826409470474,1.4102532301234458,-1.5780399492275619,-0.6806272681730049,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,2.150487727685532,0.17585328328955535,-0.09476070829586886,1.905199222817062,1,0,3,0.5541,EID_8218
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1763718927976736,-0.9198132222399696,-1.1990718533663394,-1.4518391567556275,0.17335926654845654,0.4724481833167967,-1.2287549996832745,2.2971909252355647,-1.9107025135104097,-2.796204744792847,0.18495648951211835,0.17585328328955535,0.7667002762120273,0.8167627381181006,0,0,2,0.011,EID_25182
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.15763488172074647,-1.1990718533663394,-0.8208351943959556,0.17335926654845654,0.9558340115249674,-0.34209050728389534,-0.10711168111282078,-1.9107025135104097,-2.796204744792847,-1.7805747486612953,1.2403404702723357,-0.956221692803765,0.8167627381181006,0,0,0,0.1135,EID_8312
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.7341330130045459,-0.7239135669743849,-0.32929682553641093,-1.0101363831038572,1.027345801269918,1.4392198397331382,1.4312384775148632,-0.10711168111282078,-1.0117474109988696,1.892105251573735,0.18495648951211835,-0.8886339036932251,0.7667002762120273,-0.2716737465808608,1,1,2,0.0591,EID_23653
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5557489368819317,1.0391833304158777,-1.1990718533663394,0.2518715416154865,0.17335926654845654,-1.461095129515886,-0.34209050728389534,1.0950396220613718,0.78616279402421,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-1.8176826773116612,-0.2716737465808608,0,0,0,0.0861,EID_9141
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6582576041876943,-0.43006408407600777,-1.1990718533663394,-1.5780399492275619,0.17335926654845654,-0.4943234730995446,1.4312384775148632,2.2971909252355647,0.78616279402421,-0.452049746609556,-1.7805747486612953,0.17585328328955535,-0.956221692803765,-0.2716737465808608,0,0,1,0.3714,EID_19515
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.162752207416745,1.13713315804867,1.4102532301234458,1.5138794663348303,0.17335926654845654,0.4724481833167967,-1.2287549996832745,-0.10711168111282078,0.78616279402421,0.7199772862819134,0.18495648951211835,-0.8886339036932251,0.7667002762120273,-1.3601102312798221,0,1,2,0.0196,EID_1806
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9351259809661899,0.4514843646191236,0.5404782022935175,-1.3887387605196604,1.027345801269918,-0.010937644891373957,-0.34209050728389534,-1.3092629842870134,1.6852228656042354,-0.452049746609556,2.150487727685532,-0.8886339036932251,0.7667002762120273,0.8167627381181006,0,1,0,0.1645,EID_21612
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.43063137773713944,-0.6259637393415926,-0.32929682553641093,0.5042731265593552,1.8813323359913794,-0.9777093013077153,1.4312384775148632,-0.10711168111282078,1.2555264592028103e-15,0.7199772862819134,0.18495648951211835,-0.8886339036932251,0.7667002762120273,0.8167627381181006,0,0,0,0.1475,EID_11078
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5065067865539911,-0.3321142564432154,1.4102532301234458,0.31497193785145366,-1.5346138028944663,0.9558340115249674,-1.2287549996832745,1.0950396220613718,0.78616279402421,-0.452049746609556,0.18495648951211835,-0.8886339036932251,0.7667002762120273,0.8167627381181006,1,0,2,0.1202,EID_12626
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5687625099899138,-1.3116125327711392,-2.0688468811962677,1.5769798625707974,0.17335926654845654,-0.9777093013077153,-1.2287549996832745,-0.10711168111282078,1.6852228656042354,1.892105251573735,0.18495648951211835,-0.8886339036932251,-0.956221692803765,0.8167627381181006,1,0,2,0.19,EID_19300
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4039981192482285,-0.7239135669743849,1.4102532301234458,0.9459759002111255,0.17335926654845654,-0.010937644891373957,1.4312384775148632,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,0.18495648951211835,1.2403404702723357,0.7667002762120273,1.905199222817062,1,1,2,0.1588,EID_20773
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0376346482719525,-0.9198132222399696,1.4102532301234458,1.6400802588067644,0.17335926654845654,0.9558340115249674,-1.2287549996832745,-0.10711168111282078,0.78616279402421,0.7199772862819134,-1.7805747486612953,0.17585328328955535,-0.09476070829586886,0.8167627381181006,1,0,3,0.8901,EID_16189
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.542129251501003,2.0186816067438014,-1.1990718533663394,-1.4518391567556275,-0.6806272681730049,0.9558340115249674,-0.34209050728389534,-0.10711168111282078,0.78616279402421,0.7199772862819134,0.18495648951211835,-0.8886339036932251,-0.956221692803765,-0.2716737465808608,0,1,0,0.1301,EID_7853
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.5823821953708427,-0.5280139117088002,1.4102532301234458,0.6304739190312896,-0.6806272681730049,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,-1.7805747486612953,-0.8886339036932251,0.7667002762120273,-0.2716737465808608,1,0,1,0.0694,EID_24823
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.0376346482719525,-1.1157128775055545,-0.32929682553641093,-0.44223281698015254,-1.5346138028944663,-0.4943234730995446,1.4312384775148632,1.0950396220613718,-0.11279230848732984,-0.452049746609556,2.150487727685532,-1.9531210906760055,0.7667002762120273,-0.2716737465808608,1,0,3,0.2708,EID_16080
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.20300515128658456,-0.038264773544838274,0.5404782022935175,-0.6946344019240213,1.8813323359913794,-1.9444809577240567,1.4312384775148632,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,0.18495648951211835,-0.8886339036932251,0.7667002762120273,-0.2716737465808608,1,1,3,0.2101,EID_19737
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.20300515128658456,0.059685054087954104,0.5404782022935175,0.6935743152672568,0.17335926654845654,-0.4943234730995446,0.5445739851154839,-0.10711168111282078,-1.0117474109988696,0.7199772862819134,0.18495648951211835,0.17585328328955535,-0.09476070829586886,-0.2716737465808608,1,0,3,0.0812,EID_11312
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.20300515128658456,0.0,0.5404782022935175,-1.262537968047726,0.17335926654845654,1.4392198397331382,-0.34209050728389534,-0.10711168111282078,0.78616279402421,-0.452049746609556,2.150487727685532,1.2403404702723357,0.7667002762120273,0.8167627381181006,0,0,3,0.2447,EID_11411
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.8858838306382493,-0.9198132222399696,1.4102532301234458,0.5042731265593552,-0.6806272681730049,-0.9777093013077153,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,0.18495648951211835,0.17585328328955535,-0.09476070829586886,-0.2716737465808608,1,0,1,0.0082,EID_16468
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.4170116923562106,-1.1157128775055545,-0.32929682553641093,-0.8839355906319228,1.8813323359913794,-0.9777093013077153,1.4312384775148632,-0.10711168111282078,0.78616279402421,-0.452049746609556,2.150487727685532,1.2403404702723357,-0.09476070829586886,-0.2716737465808608,1,1,0,0.1582,EID_18920
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.9617592394551009,-0.8218633946071773,1.4102532301234458,-0.5684336094520869,0.17335926654845654,-0.9777093013077153,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,0.18495648951211835,0.17585328328955535,1.6281612607199236,-0.2716737465808608,0,1,2,0.1723,EID_17097
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8100084218213975,-0.6259637393415926,-0.32929682553641093,0.8197751077391912,-0.6806272681730049,-0.010937644891373957,-1.2287549996832745,1.0950396220613718,1.6852228656042354,-0.452049746609556,0.18495648951211835,-1.9531210906760055,0.7667002762120273,-0.2716737465808608,1,0,2,0.2644,EID_14663
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9617592394551009,-0.8218633946071773,-1.1990718533663394,1.2614778813909615,-0.6806272681730049,-1.9444809577240567,1.4312384775148632,-1.3092629842870134,0.78616279402421,-0.452049746609556,0.18495648951211835,0.17585328328955535,-0.09476070829586886,1.905199222817062,0,1,2,0.1304,EID_14569
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8858838306382493,-0.8218633946071773,0.5404782022935175,-1.4518391567556275,-0.6806272681730049,-0.010937644891373957,1.4312384775148632,-0.10711168111282078,0.78616279402421,0.7199772862819134,-1.7805747486612953,0.17585328328955535,1.6281612607199236,-0.2716737465808608,1,0,2,0.1985,EID_19462
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.542129251501003,1.6268822962126321,-1.1990718533663394,-0.25293162827225096,0.17335926654845654,-0.010937644891373957,-1.2287549996832745,2.2971909252355647,-1.9107025135104097,-0.452049746609556,-1.7805747486612953,1.2403404702723357,0.7667002762120273,-0.2716737465808608,1,0,1,0.019,EID_21455
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.10049648398082198,0.4514843646191236,1.4102532301234458,0.8828755039751583,0.17335926654845654,-0.4943234730995446,1.4312384775148632,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,0.18495648951211835,1.2403404702723357,-1.8176826773116612,1.905199222817062,1,1,2,0.0278,EID_11652
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5557489368819317,0.6473840198847083,-0.32929682553641093,0.44117273032338805,0.17335926654845654,-0.9777093013077153,-1.2287549996832745,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,1.2403404702723357,-0.09476070829586886,-0.2716737465808608,0,0,1,0.0214,EID_23779
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.921506295585261,2.8022802278061407,-0.32929682553641093,-1.5149395529915946,-0.6806272681730049,-0.010937644891373957,-0.34209050728389534,-0.10711168111282078,0.78616279402421,0.7199772862819134,0.18495648951211835,0.17585328328955535,-0.09476070829586886,1.905199222817062,0,0,0,0.1156,EID_3707
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.5687625099899138,-1.3116125327711392,-2.0688468811962677,-0.31603202450821816,-0.6806272681730049,-0.010937644891373957,-0.34209050728389534,-0.10711168111282078,-1.9107025135104097,-0.452049746609556,0.18495648951211835,0.17585328328955535,0.7667002762120273,1.905199222817062,1,1,3,0.7798,EID_23841
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4039981192482285,-0.6259637393415926,0.5404782022935175,-1.1363371755757916,1.027345801269918,-0.9777093013077153,-0.34209050728389534,-1.3092629842870134,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.956221692803765,-0.2716737465808608,1,0,3,0.1287,EID_10049
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4170116923562106,-1.1157128775055545,-0.32929682553641093,1.6400802588067644,1.8813323359913794,-0.010937644891373957,1.4312384775148632,2.2971909252355647,0.78616279402421,-0.452049746609556,0.18495648951211835,0.17585328328955535,0.7667002762120273,1.905199222817062,1,0,3,0.2864,EID_17208
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.5687625099899138,-1.3116125327711392,-2.0688468811962677,1.0721766926830598,-0.6806272681730049,-0.4943234730995446,0.5445739851154839,-0.10711168111282078,0.78616279402421,-0.452049746609556,-1.7805747486612953,0.17585328328955535,-1.8176826773116612,1.905199222817062,1,0,2,0.0863,EID_19207
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5557489368819317,0.059685054087954104,0.5404782022935175,-0.5684336094520869,1.027345801269918,-0.010937644891373957,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,0.18495648951211835,-1.9531210906760055,0.7667002762120273,-0.2716737465808608,0,1,0,0.16,EID_5002
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1763718927976736,0.3535345369863312,1.4102532301234458,-0.1898312320362838,0.17335926654845654,-0.9777093013077153,-1.2287549996832745,1.0950396220613718,0.78616279402421,-0.452049746609556,-1.7805747486612953,1.2403404702723357,-0.956221692803765,-0.2716737465808608,1,0,1,0.0197,EID_11115
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.4102532301234458,-0.6315340056880541,-0.6806272681730049,-0.4943234730995446,1.4312384775148632,-1.3092629842870134,0.78616279402421,-0.452049746609556,0.18495648951211835,1.2403404702723357,-0.09476070829586886,0.8167627381181006,0,1,2,0.2922,EID_16349
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7341330130045459,-0.7239135669743849,0.5404782022935175,0.31497193785145366,-1.5346138028944663,-1.9444809577240567,-1.2287549996832745,-0.10711168111282078,-1.0117474109988696,0.7199772862819134,-1.7805747486612953,-1.9531210906760055,0.7667002762120273,-0.2716737465808608,1,0,0,0.0456,EID_15595
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.2386276162335965,1.8227819514782169,0.5404782022935175,-0.6946344019240213,-0.6806272681730049,1.4392198397331382,-0.34209050728389534,-0.10711168111282078,-1.9107025135104097,1.892105251573735,2.150487727685532,0.17585328328955535,0.7667002762120273,1.905199222817062,1,0,3,0.0556,EID_1647
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.6582576041876943,-0.43006408407600777,1.4102532301234458,-1.641140345463529,1.027345801269918,0.4724481833167967,-0.34209050728389534,-2.511414287461206,1.2555264592028103e-15,-0.452049746609556,0.18495648951211835,-0.8886339036932251,0.7667002762120273,-0.2716737465808608,1,1,2,0.0549,EID_15428
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.4170116923562106,-1.1157128775055545,-0.32929682553641093,0.37807233408742086,-1.5346138028944663,-0.010937644891373957,-1.2287549996832745,1.0950396220613718,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.956221692803765,-0.2716737465808608,0,0,3,0.562,EID_17819
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.542129251501003,2.3125310896421785,1.4102532301234458,-1.0101363831038572,0.17335926654845654,-0.010937644891373957,0.5445739851154839,1.0950396220613718,-1.0117474109988696,-0.452049746609556,0.18495648951211835,1.2403404702723357,0.7667002762120273,-0.2716737465808608,1,1,0,0.109,EID_3149
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.1135100570888041,-0.7239135669743849,-0.32929682553641093,1.2614778813909615,-0.6806272681730049,-0.4943234730995446,0.5445739851154839,-2.511414287461206,0.78616279402421,0.7199772862819134,0.18495648951211835,1.2403404702723357,-1.8176826773116612,-0.2716737465808608,0,0,3,0.0517,EID_16508
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.542129251501003,1.9207317791110092,0.5404782022935175,1.1983774851549942,0.17335926654845654,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,1.6852228656042354,0.7199772862819134,0.18495648951211835,-1.9531210906760055,-1.8176826773116612,-0.2716737465808608,1,0,2,0.2712,EID_3077
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.921506295585261,2.214581262009386,0.5404782022935175,-0.31603202450821816,1.027345801269918,-0.4943234730995446,0.5445739851154839,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,-1.7805747486612953,0.17585328328955535,0.7667002762120273,-0.2716737465808608,1,0,0,0.1194,EID_8239
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9351259809661899,1.4309826409470474,0.5404782022935175,-0.94703598686789,-1.5346138028944663,-0.9777093013077153,-0.34209050728389534,2.2971909252355647,-0.11279230848732984,-0.452049746609556,-1.7805747486612953,0.17585328328955535,-0.09476070829586886,-2.4485467159787837,0,0,3,0.1638,EID_6857
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1763718927976736,-0.23416442881042301,0.5404782022935175,-0.5053332132161197,0.17335926654845654,-0.4943234730995446,0.5445739851154839,-0.10711168111282078,0.78616279402421,-0.452049746609556,-1.7805747486612953,0.17585328328955535,-0.09476070829586886,1.905199222817062,0,0,3,0.0724,EID_7425
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.1135100570888041,-0.7239135669743849,-0.32929682553641093,-0.8839355906319228,1.027345801269918,1.4392198397331382,0.5445739851154839,-0.10711168111282078,0.78616279402421,1.892105251573735,0.18495648951211835,-0.8886339036932251,0.7667002762120273,-1.3601102312798221,1,1,1,0.1812,EID_22086
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9617592394551009,-0.9198132222399696,1.4102532301234458,-1.4518391567556275,1.8813323359913794,1.4392198397331382,0.5445739851154839,-1.3092629842870134,0.78616279402421,0.7199772862819134,0.18495648951211835,0.17585328328955535,-0.09476070829586886,-0.2716737465808608,1,0,0,0.0925,EID_22280
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5823821953708427,-0.8218633946071773,-1.1990718533663394,-0.1898312320362838,0.17335926654845654,0.9558340115249674,0.5445739851154839,-0.10711168111282078,0.78616279402421,-0.452049746609556,-1.7805747486612953,0.17585328328955535,-0.956221692803765,-0.2716737465808608,0,0,1,0.1659,EID_22495
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9351259809661899,0.0,-0.32929682553641093,0.6304739190312896,0.17335926654845654,-0.010937644891373957,1.4312384775148632,-1.3092629842870134,1.2555264592028103e-15,0.7199772862819134,-1.7805747486612953,-0.8886339036932251,-0.09476070829586886,-0.2716737465808608,1,0,1,0.0065,EID_7022
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6582576041876943,-1.1157128775055545,-0.32929682553641093,0.8828755039751583,0.17335926654845654,-0.4943234730995446,-1.2287549996832745,-0.10711168111282078,-1.9107025135104097,-0.452049746609556,0.18495648951211835,1.2403404702723357,0.7667002762120273,0.8167627381181006,1,1,1,0.1545,EID_20418
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4039981192482285,0.7453338475175008,-0.32929682553641093,-0.6946344019240213,0.17335926654845654,0.9558340115249674,-0.34209050728389534,-0.10711168111282078,-1.9107025135104097,-0.452049746609556,0.18495648951211835,2.304827657255116,-0.09476070829586886,0.8167627381181006,1,1,1,0.2648,EID_24851
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3547559689202878,-0.13621460117763065,-1.1990718533663394,-0.5684336094520869,1.8813323359913794,4.2933286100336924e-16,0.5445739851154839,-0.10711168111282078,-1.9107025135104097,0.7199772862819134,0.18495648951211835,-0.8886339036932251,-0.09476070829586886,0.8167627381181006,0,0,2,0.1047,EID_24076
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7074997545156351,0.4514843646191236,-1.1990718533663394,-0.6946344019240213,0.17335926654845654,-0.010937644891373957,0.5445739851154839,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.09476070829586886,-0.2716737465808608,1,1,1,0.0765,EID_4140
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.47987352806508016,-0.6259637393415926,0.5404782022935175,1.387678673862896,1.027345801269918,-2.427866785932227,1.4312384775148632,-0.10711168111282078,1.6852228656042354,0.7199772862819134,0.18495648951211835,0.17585328328955535,-0.09476070829586886,1.905199222817062,1,0,3,0.0817,EID_9703
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8858838306382493,-0.8218633946071773,-0.32929682553641093,-0.1267308358003166,1.027345801269918,1.9226056679413088,-0.34209050728389534,-0.10711168111282078,-1.9107025135104097,0.7199772862819134,2.150487727685532,0.17585328328955535,1.6281612607199236,-0.2716737465808608,0,0,1,0.1985,EID_14824
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32812271043137686,0.5494341922519159,1.4102532301234458,-0.6315340056880541,-0.6806272681730049,-0.4943234730995446,-0.34209050728389534,2.2971909252355647,1.2555264592028103e-15,0.7199772862819134,0.18495648951211835,-0.8886339036932251,-0.956221692803765,-2.4485467159787837,0,0,0,0.9688,EID_6525
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.32812271043137686,0.3535345369863312,-0.32929682553641093,1.387678673862896,-1.5346138028944663,0.4724481833167967,-1.2287549996832745,1.0950396220613718,0.78616279402421,-0.452049746609556,-1.7805747486612953,0.17585328328955535,-0.956221692803765,-0.2716737465808608,1,1,3,0.0451,EID_10558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7341330130045459,-0.5280139117088002,1.4102532301234458,0.9459759002111255,-0.6806272681730049,-0.4943234730995446,-1.2287549996832745,1.0950396220613718,-0.11279230848732984,0.7199772862819134,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,0,3,0.1199,EID_24691
